max_angle,hold_time,total_dump_time,vibration_rms,vibration_peak,initial_load,leftover_percent,severity
47.49080237694725,2.2959305018703375,6.831939786151342,1.845405988417796,2.1439917565671855,1075.5448641942094,2.8349974103141267,low
59.01428612819832,4.793306631648507,6.7288515935039985,2.0933627943827444,2.6108646585999726,1131.404961562515,0.0,low
54.6398788362281,7.110620851134858,11.343782063647257,1.000935797584998,2.520321859580318,1398.1831752415262,0.0,low
51.97316968394073,6.125574204866928,6.7468233989465425,1.7497481992139978,1.3077998093875474,1038.0030702419244,0.1363742528779326,low
43.12037280884873,6.645928035030148,6.903648082900417,1.6434919662874974,1.2984989394829478,1408.7547793685198,0.0,low
43.11989040672405,5.611483566975021,10.315787836925747,2.1656607535765424,1.5363487354898266,861.694101683684,0.05218070567037443,low
41.16167224336399,5.845935951624967,8.14817889715378,2.312174120962521,1.7221494526820744,1343.7589060460414,0.0,low
57.3235229154987,6.944369560957235,10.436973898686269,0.5243135429547736,1.8169111628169652,1393.2833431383156,1.6921241759448733,low
52.022300234864176,2.7476760620143015,5.457563102950696,1.8480398381175853,2.3593944336666905,927.2723569861371,3.9173788449291984,low
54.161451555920905,4.425974745501984,8.41299835571369,0.603671598239458,1.1133608643316708,1101.2425726605402,5.689526064068062,mild
40.41168988591605,2.5484660927372156,5.2352952012829785,1.5977173301547118,1.0693454084521328,915.8498422645589,7.666162637214396,mild
59.39819704323989,7.913676055976529,5.438572424187481,1.0752654580873564,1.783821125887818,1294.6228902959524,0.0,low
56.648852816008436,7.608415377806293,11.345062173410877,1.1135531990442824,2.394327384275961,1174.7434376431597,0.3471865089280932,low
44.246782213565524,1.2759876795795413,5.974717597823166,1.2059170069047132,1.3868706859129651,1244.7263426958248,9.41812727485815,mild
43.63649934414201,5.939026207609819,8.726944775926519,1.7425848980992202,2.283008962512503,937.5408768693478,1.3074616603659586,low
43.66809019706868,7.4767382219096605,7.877669218204946,1.1680999313375384,1.519656275880599,948.2221034366937,0.0,low
46.08484485919075,2.2640274158913347,7.431403283811899,1.9653981011805608,2.7721722176270327,829.0481278569345,3.1803910904868635,low
50.49512863264476,4.975616613868406,11.298833419810908,1.3090547711477394,2.791379888533233,1025.4472746370109,2.347443990999621,low
48.638900372842315,7.408418083116293,5.152763777428427,0.6367064006199172,1.594574408562653,1191.8212629335726,3.956744254397013,low
45.82458280396084,1.237621850100592,9.646527803229123,2.0675196849682145,1.459987507926481,1400.5544397981303,5.613551995284859,mild
52.23705789444759,5.881941870727879,11.743761039494853,1.071516649185412,1.8226079441324625,1266.8492132210765,0.7480701702080088,low
42.78987721304084,3.0814430516078555,8.921177284232893,1.3655337591985253,1.4810631703602974,1104.777426379826,6.2649667328731145,mild
45.84289297070436,7.470773367635712,11.557757234231643,1.870887766443803,2.344767686583407,1467.1840800758964,0.0,low
47.327236865873836,7.797407716157574,5.365805155002167,1.164912314297424,2.652129369096571,1303.4716404030823,0.03601102022943414,low
49.121399684340716,7.609865423794037,7.93155323351913,0.6131713122934312,2.346184261822434,1451.115642003785,0.0,low
55.70351922786027,4.319499516602246,6.821104536734358,1.2478420940256272,2.648700894498699,1169.311581290516,4.380205733969499,low
43.993475643167194,7.034298556925194,10.115746754865109,2.388897165388607,1.7939843244149483,981.2329923551977,0.0,low
50.28468876827223,6.911845789745493,11.869079633480727,1.7834687945971164,1.3126339414177217,836.9786804553054,0.0,low
51.84829137724085,3.233703312702789,6.795710437109735,1.8429582973344139,2.475901894795184,1308.2593960386953,0.0,low
